LCLid,total_daily,total_weekly,total_monthly,total_annual,min_cons,min_time,max_cons,max_time,peak_duration,avg_weekday,avg_weekend,avg_monthly,avg_seasonal,load_factor,ramp_rate,activation_hour,deactivation_hour,load_shift,occupancy_rate,variance,std_dev,weekends_impact,annual_trend,autocorr,crest_factor,kmeans_cluster,dbscan_cluster
MAC000013,3257.678,3257.6780000000003,3257.6779999999994,3257.6780000000003,0.023,11:30:00,0.505,23:00:00,11,0.11021640414932037,0.1096240429561573,155.12752380952384,0.10997589442026165,0.21798558864435852,0.029348878075154038,17.08252427184466,8.092233009708737,0.019824060014392172,0.8996763754045307,0.0031906215022941393,0.056485586677436035,0.9958351595801928,,0.5488590737422339,4.081520163678096,0,-1
MAC000016,533.7360000000001,533.736,533.736,533.736,0.0,02:00:00,0.873,10:30:00,6,0.027536736821361374,0.027395114942528744,38.124,0.023301725850997792,0.03133682436181165,0.011836998308473231,11.571078431372548,2.9926470588235294,0.016744381207623955,0.9019607843137255,0.00276280674590866,0.05256240810606626,1.0013914979104535,,0.7564935035323442,14.733105617157879,0,-1
MAC000018,8739.148999699999,8739.1489997,8739.148999699999,8739.1489997,0.088,11:30:00,2.0880001,22:30:00,42,0.2232404921288767,0.2259720724676722,323.6721851740741,0.22190361732596553,0.10716996945626121,0.048501037047083966,15.0920245398773,9.857668711656443,0.010185916179376142,0.8993865030674847,0.029929461660439274,0.1730013342735809,1.0098366921602415,,0.31724809812445826,7.382097609531383,2,-1
MAC000019,5059.6200005,5059.6200005,5059.620000499999,5059.620000500001,0.01,15:30:00,1.641,16:30:00,6,0.12792742281660952,0.13421336210488502,187.39333335185185,0.1269481852936979,0.07897072749661124,0.06291678195276708,13.428220858895706,5.543558282208589,0.07605937272487406,0.8993865030674847,0.016622854486303257,0.12892964936857332,1.0356691403985296,,0.48848116202173536,8.976969450404042,0,-1
MAC000020,5342.463000400001,5342.4630004,5342.4630004,5342.4630004,0.024,06:30:00,2.0090001,21:30:00,6,0.1352293840935072,0.14057374590001376,197.86900001481484,0.13340198895972083,0.06809722353317064,0.06240555699871745,14.89079754601227,6.471165644171779,0.0923655179938031,0.8993865030674847,0.02066377867987226,0.14374901279616586,1.027571079505372,,0.2686714029875952,10.123831038658478,0,-1
MAC000021,18311.9230008,18311.9230008,18311.923000799998,18311.923000799998,0.093,13:00:00,2.8080001,18:00:00,15,0.4931738699245315,0.40942905884518693,678.2193704,0.4642805842470015,0.16699546407924332,0.08679764404097443,13.965644171779141,10.392638036809815,0.07640713422902867,0.8993865030674847,0.05234808655415735,0.22879704227580686,0.8731258959676118,,0.32289204195079524,5.381762276810255,3,-1
MAC000022,10206.578999399999,10206.578999399999,10206.5789994,10206.578999399999,0.016,08:30:00,1.449,03:30:00,14,0.26164396120791356,0.2610543282956179,378.02144442222226,0.2460198190401013,0.18040871443439957,0.04917998102604379,17.16687116564417,9.333742331288343,0.0031046590944459607,0.8993865030674847,0.033046526067233455,0.18178703492612847,0.9986309021439453,,0.7631573339172201,4.550801465235958,2,-1
MAC000023,11663.5899996,11663.589999599999,11663.589999599999,11663.589999599999,0.029,04:30:00,2.4649999,19:30:00,19,0.3030598842478977,0.28775323467802333,431.98481479999987,0.2945483702430567,0.12119770766570709,0.1106568134938549,15.61717791411043,4.339877300613497,0.23092673599291752,0.8993865030674847,0.09164798480252118,0.3027341817544249,0.9631491590934963,,0.42560023707574424,5.795612060060705,2,-1
MAC000024,16922.364994199997,16922.364994199997,16922.3649942,16922.3649942,0.026,16:30:00,5.0250001,21:00:00,34,0.4444028478195924,0.4145637207565263,626.7542590444444,0.40644850901933655,0.08635182332108046,0.2580140263705888,9.824539877300614,9.197546012269939,0.1136625668207944,0.8993865030674847,0.3870159390133347,0.6221060512592164,0.9568923809620096,,0.5202607127078993,6.6250989462006205,3,-1
MAC000025,3879.1560002000006,3879.1560002,3879.1560002000006,3879.1560002,0.0,13:00:00,3.1500001,08:00:00,1,0.0991291854578243,0.09964018749636984,143.6724444518519,0.09930052026863984,0.03154643174954844,0.10260108617686188,13.396319018404908,6.89079754601227,0.12331556387834454,0.8993865030674847,0.05155544927037924,0.22705825083088094,1.0027178222313513,,0.2938025357192269,12.709387896238107,0,-1
MAC000026,10136.4160011,10136.4160011,10136.4160011,10136.4160011,0.084,21:30:00,2.8559999,10:00:00,11,0.290982511205854,0.18149559984734204,375.42281485555554,0.260152877560451,0.09091798526429046,0.08616992009939482,12.295705521472392,9.16441717791411,0.10265839691646664,0.8993865030674847,0.056766186128993534,0.23825655526972084,0.6989693132633691,,0.37102690523687626,8.104322091721091,2,-1
MAC000027,7287.8510000999995,7287.8510001,7287.851000100001,7287.8510001,0.022,13:00:00,1.671,13:30:00,4,0.17193141214847776,0.2236875897988506,269.9204074111111,0.1862725759233193,0.11171258511226846,0.05604367316085839,11.653987730061349,9.503067484662576,0.030427161227108562,0.8993865030674847,0.011535610529502235,0.10740395956156475,1.1982938719818792,,0.24313179574119032,7.75895715984983,0,-1
MAC000028,3220.0869999,3220.0869999,3220.0869998999997,3220.0869998999997,0.0,09:30:00,1.6569999,13:30:00,1,0.10151689027820952,0.09652037851677935,140.0037826043478,0.10046189664895604,0.06047373870798392,0.024152019661413875,10.758569299552907,7.147540983606557,0.029485322622765223,0.9046199701937407,0.005252424176635696,0.0724736102083765,0.9632231203556715,,0.5188816899880914,13.398984938583384,0,-1
MAC000029,2763.216001,2763.2160010000002,2763.216001,2763.2160010000002,0.0,03:30:00,2.1029999,15:00:00,30,0.06949241045359256,0.0740859317861182,102.34133337037039,0.07060866185189554,0.033659702545008996,0.03583355966183443,12.085889570552148,6.566871165644172,0.0304380572048878,0.8993865030674847,0.014537992940122072,0.12057359968136504,1.0465500914951502,,0.14089350974036358,15.041267782819563,0,-1
MAC000030,9273.8230007,9273.8230007,9273.8230007,9273.8230007,0.032,17:00:00,4.0939999,17:00:00,2,0.2066469052511011,0.31434078678160915,343.4749259518518,0.23061873505165328,0.05802461806867891,0.11108627495261122,14.496932515337424,7.046625766871165,0.1571939906594,0.8993865030674847,0.08880602750352433,0.29800340183213403,1.3232460846234697,,0.3099930321660755,10.742665897899736,2,-1
MAC000032,10422.7589967,10422.7589967,10422.758996699999,10422.758996699999,0.0,11:30:00,3.3399999,01:00:00,164,0.26931401018843015,0.27009258255208324,386.0281109888889,0.252718270324828,0.0799310114850775,0.15499841191854807,1.2871165644171778,7.89079754601227,0.49149057776659844,0.8993865030674847,0.27724208306490034,0.5265378268129464,1.0116980080566176,,0.8315140282928245,5.657704284533408,1,-1
